0,20,12
1,28,9
2,27,3
3,17,1
4,145,11
5,154,13
6,157,4
7,148,1
8,133,16
9,141,19
10,144,11
11,137,8
12,14,25
13,23,21
14,19,13
15,10,16
16,82,36
17,110,20
18,110,16
19,106,15
20,8,36
21,17,33
22,5,30
23,83,35
24,2,41
25,2,51
26,12,44
27,7,38
28,107,15
29,134,16
30,63,81
31,60,80
32,30,62
33,44,76
34,80,37
35,-146,92
36,24,90
37,31,89
38,19,86
